,Index,Make,Model,Variant,Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,Gears,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Wheelbase,Wheels_Size,12v_Power_Outlet,Audiosystem,Boot-lid_Opener,Boot_Space,Central_Locking,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Multifunction_Display,Sun_Visor,Ventilation_System,Engine_Immobilizer,ABS_(Anti-lock_Braking_System),Adjustable_Headrests,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Number_of_Airbags,Adjustable_Steering_Column,Type,Child_Safety_Locks
1122,1122,Hyundai,Creta,1.6 Vtvt Sx At,1377363,1591 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1630 mm,4270 mm,1780 mm,SUV,5.0,15.29,6,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2590 mm,205/65R16,2,CD/MP3/DVD Player with USB & Aux-in,"With Remote, Internal",475.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,1,0
1123,1123,Hyundai,Creta,1.6 Vtvt Sx Dual Tone,1287041,1591 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1630 mm,4270 mm,1780 mm,SUV,5.0,15.29,6,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2590 mm,205/65R16,2,CD/MP3/DVD Player with USB & Aux-in,"Internal, With Remote",475.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,1,0
1124,1124,Hyundai,Creta,1.4 Crdi S,1197919,1396 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1630 mm,4270 mm,1780 mm,SUV,5.0,21.38,6,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2590 mm,205/65R16,2,CD Player with USB & Aux-in,"Internal, With Remote",475.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
1125,1125,Hyundai,Creta,1.6 Crdi Sx,1366797,1582 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1630 mm,4270 mm,1780 mm,SUV,5.0,19.67,6,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2590 mm,205/65R16,2,CD/MP3/DVD Player with USB & Aux-in,"With Remote, Internal",475.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
1126,1126,Hyundai,Creta,1.6 Crdi Sx (O),1543564,1582 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1630 mm,4270 mm,1780 mm,SUV,5.0,19.67,6,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60R17,215/60R17,Electric Power,All Windows,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5.0,Leather,2590 mm,215/60R17,2,CD/MP3/DVD Player with USB & Aux-in,"With Remote, Internal",475.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,6.0,Rake,4,0
1127,1127,Hyundai,Creta,1.6 Crdi Sx At,1527395,1582 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1630 mm,4270 mm,1780 mm,SUV,5.0,17.01,6,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2590 mm,205/65R16,2,CD/MP3/DVD Player with USB & Aux-in,"Internal, With Remote",475.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,1,0
1128,1128,Hyundai,Creta,1.6 Crdi Sx Dual Tone,1421208,1582 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1630 mm,4270 mm,1780 mm,SUV,5.0,19.67,6,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2590 mm,205/65R16,2,CD/MP3/DVD Player with USB & Aux-in,"With Remote, Internal",475.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
1129,1129,Hyundai,Creta,1.6 Crdi S At,1336033,1582 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1630 mm,4270 mm,1780 mm,SUV,5.0,17.01,6,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2590 mm,205/65R16,2,CD/MP3/DVD Player with USB & Aux-in,"Internal, With Remote",475.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,1,0
1130,1130,Hyundai,Creta,1.6 Vtvt Sx (O) Executive,1422937,1591 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1630 mm,4270 mm,1780 mm,SUV,5.0,15.29,6,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,121bhp@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Leather,2590 mm,205/65R16,2,CD/MP3/DVD Player with USB & Aux-in,"Internal, With Remote",475.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,6.0,Rake,4,0
1131,1131,Hyundai,Creta,1.6 Crdi Sx (O) Executive,1572064,1582 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1630 mm,4270 mm,1780 mm,SUV,5.0,19.67,6,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60R17,215/60R17,Electric Power,All Windows,126bhp@4000RPM,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5.0,Leather,2590 mm,215/60R17,2,CD/MP3/DVD Player with USB & Aux-in,"With Remote, Internal",475.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,6.0,Rake,4,0
1132,1132,Hyundai,Creta,1.4 Crdi Ex,1107167,1396 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1630 mm,4270 mm,1780 mm,SUV,5.0,21.38,6,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2590 mm,205/65R16,Yes,CD Player with USB & Aux-in,"With Remote, Internal",475.0,Yes,Digital,Centre,,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,"Front Row, Second Row","Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
1133,1133,Hyundai,Creta,1.6 Vtvt Ex,1092192,1591 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1630 mm,4270 mm,1780 mm,SUV,5.0,15.29,6,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2590 mm,205/65R16,Yes,CD Player with USB & Aux-in,"Internal, With Remote",475.0,Yes,Digital,Centre,,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
1134,1134,Hyundai,Creta,Sports Edition Petrol,1279983,1591 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1630 mm,4270 mm,1780 mm,SUV,5.0,15.29,6,Ventilated Disc,Drum,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2590 mm,205/65R16,2,CD/MP3/DVD Player with USB & Aux-in,"With Remote, Internal",400.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
1135,1135,Hyundai,Creta,Sports Edition Diesel,1414247,1582 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1665 mm,4270 mm,1780 mm,SUV,5.0,19.67,6,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2590 mm,205/65R16,2,CD/MP3/DVD Player with USB & Aux-in,"With Remote, Internal",400.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
1136,1136,Tata,Harrier,Revotorq Xe,1345363,1956 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50.0,Diesel,1706 mm,4598 mm,1894 mm,SUV,5.0,16.7,6,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,235/70 R16,235/70 R16,Hydraulic Power,All Windows,140PS@3750rpm,350Nm@1750-2500rpm,,Analog,Analog,Yes,5.0,Fabric,2741 mm,235/70 R16,Yes,Not on offer,"Internal, With Remote",425.0,Yes,Digital,Front,Yes,Front & Rear,Yes,,"With Remote, Internal",Analog,Manual,Analog,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2.0,Rake,4,0
1137,1137,Tata,Harrier,Revotorq Xm,1471368,1956 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50.0,Diesel,1706 mm,4598 mm,1894 mm,SUV,5.0,16.7,6,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,235/70 R16,235/70 R16,Hydraulic Power,All Windows,140PS@3750rpm,350Nm@1750-2500rpm,Yes,Analog,Analog,2,5.0,Fabric,2741 mm,235/70 R16,Yes,CD Player with USB & Aux-in,"With Remote, Internal",425.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,"With Remote, Internal",Analog,Manual,Analog,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Front passenger frontal airbag, Driver frontal airbag",,Yes,Yes,2.0,Rake,4,0
1138,1138,Tata,Harrier,Revotorq Xt,1591368,1956 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50.0,Diesel,1706 mm,4598 mm,1894 mm,Hatchback,5.0,16.7,6,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,Electric Power,All Windows,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5.0,Fabric,2741 mm,235/65 R17,Yes,CD Player with USB & Aux-in,"Internal, With Remote",425.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,2.0,"Rake, Reach",4,0
1139,1139,Tata,Harrier,Revotorq Xz,1721368,1956 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50.0,Diesel,1706 mm,4598 mm,1894 mm,Hatchback,5.0,16.7,6,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,Electric Power,All Windows,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5.0,Fabric,2741 mm,235/65 R17,Yes,CD Player with USB & Aux-in,"With Remote, Internal",425.0,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Rake, Reach",4,0
1140,1140,Tata,Harrier,Revotorq Xz Dual Tone,1732231,1956 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50.0,Diesel,1706 mm,4598 mm,1894 mm,Hatchback,5.0,16.7,6,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,Electric Power,All Windows,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5.0,Fabric,2741 mm,235/65 R17,Yes,CD Player with USB & Aux-in,"With Remote, Internal",425.0,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Rake, Reach",4,0
1141,1141,Tata,Harrier,Revotorq Dark Edition,1730755,1956 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50.0,Diesel,1706 mm,4598 mm,1894 mm,Hatchback,5.0,16.7,6,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,Electric Power,All Windows,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5.0,Fabric,2741 mm,235/65 R17,Yes,CD Player with USB & Aux-in,"With Remote, Internal",425.0,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Rake, Reach",4,0
1142,1142,Isuzu,Dmax V-Cross,Standard,1654783,2499 cc,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1840 mm,5295 mm,1860 mm,Pick-up,4.0,10.3,5,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Soft Ride, Leaf Spring",245/70 R16,245/70 R16,Hydraulic Power,All Windows,134PS@3600RPM,320NM@1800-2800RPM,Digital,Analog,Analog,Yes,5.0,Fabric,3095 mm,245 / 70 R16,Yes,CD Player with USB & Aux-in,Internal,,Yes,Digital,Front,,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2.0,Rake,4,0
1143,1143,Isuzu,Dmax V-Cross,High Z,1806813,2499 cc,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1840 mm,5295 mm,1860 mm,Pick-up,4.0,10.3,5,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Soft Ride, Leaf Spring",245/70 R16,245/70 R16,Hydraulic Power,All Windows,134HP@3600RPM,320NM@1800-2800RPM,Digital,Analog,Analog,Yes,5.0,Leather,3095 mm,245 / 70 R16,,CD Player with USB & Aux-in,Internal,,Yes,Digital,Front,,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2.0,Rake,4,0
1144,1144,Isuzu,Dmax V-Cross,Z Prestige,1999000,1898 cc,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1855 mm,5295 mm,1860 mm,Pick-up,4.0,10.3,6,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Soft Ride, Leaf Spring",255/60 R18,255/60 R18,Hydraulic Power,All Windows,150PS@3600rpm,350Nm@1800-2800rpm,Digital,Analog,Analog,Yes,5.0,Leather,3095 mm,255/60 R18,,CD Player with USB & Aux-in,Internal,265.0,Yes,Digital,Front,,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag, Front passenger head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,,6.0,Rake,1,0
1145,1145,Mitsubishi,Outlander,2.4L Outlander,2693000,2360 cc,4.0,4.0,AWD (All Wheel Drive),,,,,60.0,Petrol,1710 mm,4695 mm,1810 mm,SUV,5.0,9.62,6,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Multi link with coil springs and stabilizer bar,215 / 70,215 / 70,Electric Power,All Windows,167PS@6000RPM,222Nm@4100RPM,Yes,Yes,Yes,Yes,7.0,Leather,2670 mm,R16,Yes,USB & Aux-in,Internal,,Yes,Digital,Front & Rear,,Front & Rear,,Yes,Internal,Yes,,Analog + Digital,Yes,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Rear passenger head airbags, Driver knee airbag, Rear passenger curtain airbags",Yes,Yes,,7.0,"Rake, Reach",1,0
1152,1152,Honda,Accord Hybrid,2.0 At,4321237,1993 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60.0,Hybrid,1464 mm,4933 mm,1849 mm,Sedan,4.0,23.1,5,Ventilated Disc,Solid Disc,Macpherson strut with Coil Spring,Multi link with coil springs and stabilizer bar,235/45 R18 Tubeless Radials,235/45 R18 Tubeless Radials,Electric Power,All Windows,145PS@6200rpm,175Nm@4000rpm,Digital,Analog,Not on offer,Yes,5.0,Leather,2776 mm,R18,Yes,CD/MP3/DVD Player with USB & Aux-in,Internal,400.0,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,Internal,Yes,Automatic,Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6.0,"Rake, Reach",1,0
1173,1173,Maruti Suzuki R,Wagon,Vxi,479000,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32.0,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5.0,22.5,5,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion Beam link with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,2,5.0,Fabric,,165/70R14,Yes,CD Player with USB & Aux-in,Internal,341.0,Yes,Digital,Front,Yes,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,All Rows,Driver frontal airbag,,Yes,Yes,1.0,Rake,4,0
1174,1174,Maruti Suzuki R,Wagon,Vxi Ags,526000,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32.0,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5.0,22.5,5,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion Beam link with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,2,5.0,Fabric,,165/70R14,Yes,CD Player with USB & Aux-in,Internal,341.0,Yes,Digital,Front,Yes,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,All Rows,Driver frontal airbag,,Yes,Yes,1.0,Rake,1,0
1175,1175,Maruti Suzuki R,Wagon,1.2L Zxi,548000,1197 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32.0,Petrol,1620 mm,3655 mm,1675 mm,Hatchback,5.0,21.5,5,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,155/65R14,155/65R14,Electric Power,All Windows,83PS@6000rpm,1130Nm@4200rpm,Digital,Analog,Analog,2,5.0,Fabric,,155/65R14,Yes,CD Player with USB & Aux-in,Internal,341.0,Yes,Digital,Front,Yes,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,All Rows,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
1176,1176,Maruti Suzuki R,Wagon,Lxi,434000,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32.0,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5.0,22.5,5,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,145/80R13,145/80R13,Electric Power,Only Front Windows,68PS@5500rpm,90Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,,145/80R13,Yes,Not on offer,Internal,341.0,Yes,,Front,Yes,Front,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,All Rows,Driver frontal airbag,,Yes,Yes,1.0,,4,0
1177,1177,Maruti Suzuki R,Wagon,1.2L Vxi,513501,1197 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32.0,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5.0,21.5,5,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion beam with coil spring,165/70R14,165/70R14,Electric Power,All Windows,83PS@6000rpm,113Nm@4200RPM,Digital,Analog,Analog,2,5.0,Fabric,2435 mm,165/70R14,Yes,CD Player with USB & Aux-in,Internal,341.0,Yes,Digital,Front,Yes,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,All Rows,Driver frontal airbag,,Yes,Yes,1.0,Rake,4,0
